especie,moneda,plazo,compra,venta,ultimo,var,apertura,max,min,volumen,monto,cierre_ant,hora,tipo
NEMD,MEP,48hs,13.5,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NFLX,ARS,CI,15502.0,16150.0,15976.5,3.01,15670.0,16000.0,15502.0,76,1203399.0,15509.5,16:30:00,CEDEARS
NFLX,ARS,48hs,29.05,17000.0,15779.0,0.73,15704.0,15940.0,15518.0,3744,58898330.0,15664.5,17:05:17,CEDEARS
NFLXD,MEP,CI,30.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NFLXD,MEP,48hs,29.0,32.5,31.45,0.16,32.5,32.5,31.4,98,3142.0,31.4,17:00:01,CEDEARS
NG,ARS,48hs,9666.0,9853.5,9714.5,2.64,9700.0,9714.5,9700.0,103,1000554.0,9465.0,17:00:01,CEDEARS
NIO,ARS,CI,1390.0,2000.0,1405.0,1.85,1420.0,1494.0,1395.0,1355,1940057.0,1379.5,16:30:00,CEDEARS
NIO,ARS,24hs,1399.5,1500.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NIO,ARS,48hs,1330.0,1483.0,1402.0,1.63,1434.0,1463.5,1400.0,36536,52236844.0,1379.5,17:00:02,CEDEARS
NIOD,MEP,CI,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NIOD,MEP,48hs,2.82,3.1,2.85,-0.7,2.9,3.05,2.85,1797,5245.0,2.87,17:00:02,CEDEARS
NKE,ARS,CI,4800.0,4977.5,4821.0,-0.13,4717.5,4834.0,4717.5,354,1692744.0,4827.5,16:30:00,CEDEARS
NKE,ARS,24hs,4808.0,5180.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NKE,ARS,48hs,4684.0,4968.0,4844.5,0.4,4909.0,4909.0,4756.0,3188,15324649.0,4825.0,17:00:01,CEDEARS
NKED,MEP,CI,9.41,0.0,9.31,-4.02,9.65,9.65,9.31,5,46.0,9.7,16:30:00,CEDEARS
NKED,MEP,48hs,9.0,9.85,9.6,-0.21,9.62,9.73,9.53,305,2941.0,9.62,17:00:01,CEDEARS
NOKA,ARS,CI,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NOKA,ARS,48hs,2080.0,2300.0,2082.5,0.75,2085.5,2093.5,2060.0,994,2064996.0,2067.0,17:00:01,CEDEARS
NTCO,ARS,CI,3369.5,3440.0,3440.0,-1.06,3350.0,3440.0,3350.0,70,234950.0,3477.0,16:30:00,CEDEARS
NTCO,ARS,48hs,1275.0,3750.0,3495.5,2.72,3506.0,3506.0,3431.5,671,2320071.0,3403.0,17:00:01,CEDEARS
NTES,ARS,CI,3745.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NTES,ARS,48hs,1990.0,3921.0,3911.5,0.85,3923.0,3937.0,3872.0,386,1503265.0,3878.5,17:00:01,CEDEARS
NUE,ARS,48hs,4750.0,5680.0,5552.5,-2.52,5539.0,5552.5,5480.5,37,203816.0,5696.0,17:00:01,CEDEARS
NVDA,ARS,CI,10248.0,10398.0,10386.5,-1.5,10544.0,10600.0,10248.0,625,6497029.0,10544.5,16:30:00,CEDEARS
NVDA,ARS,24hs,10034.0,10398.0,10103.0,-4.23,10103.0,10103.0,10103.0,1,10103.0,10549.0,17:00:00,CEDEARS
NVDA,ARS,48hs,10250.0,10650.0,10357.0,-1.07,10355.0,10505.0,10278.5,15646,161849231.0,10469.0,17:06:15,CEDEARS
NVDAD,MEP,CI,21.8,23.2,21.8,-5.22,20.85,21.8,20.85,46,975.0,23.0,16:30:00,CEDEARS
NVDAD,MEP,24hs,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NVDAD,MEP,48hs,20.55,22.3,20.65,-1.67,21.5,22.2,20.6,863,18366.0,21.0,17:00:01,CEDEARS
ORAN,ARS,CI,5981.0,6370.0,5985.5,-4.99,5985.5,5985.5,5985.5,11,65840.0,6300.0,16:30:00,CEDEARS
ORAN,ARS,48hs,6182.0,6301.5,6263.5,1.89,6220.0,6263.5,6220.0,27,168207.0,6147.5,17:00:01,CEDEARS
ORCL,ARS,CI,19900.0,21250.0,21500.0,1.18,21500.0,21500.0,21500.0,1,21500.0,21250.0,16:30:00,CEDEARS
ORCL,ARS,48hs,20900.0,21268.5,20992.0,-1.84,22240.0,22240.0,20852.5,367,7882946.0,21385.0,17:00:01,CEDEARS
ORCLD,MEP,48hs,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
OXY,ARS,CI,6340.0,6496.5,6340.0,-0.87,6424.5,6499.0,6295.0,173,1091103.0,6395.5,16:30:00,CEDEARS
OXY,ARS,48hs,6188.0,8000.0,6342.0,-0.39,6400.0,6429.5,6318.5,3122,19836666.0,6367.0,17:00:02,CEDEARS
OXYD,MEP,48hs,12.0,13.45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PAAS,ARS,CI,2275.0,2984.0,2905.5,0.19,2850.0,2988.5,2850.0,306,890074.0,2900.0,16:30:00,CEDEARS
PAAS,ARS,48hs,2806.0,2985.0,2958.0,2.0,2930.5,2967.0,2897.5,55487,162129573.0,2900.0,17:00:02,CEDEARS
PAASD,MEP,CI,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PAASD,MEP,48hs,5.4,6.25,6.17,6.38,5.7,6.2,5.7,81,476.0,5.8,17:00:02,CEDEARS
PANW,ARS,CI,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PANW,ARS,48hs,2593.0,2635.0,2592.5,-1.07,2626.0,2645.5,2578.0,511,1338204.0,2620.5,17:00:02,CEDEARS
PANWD,MEP,48hs,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PBI,ARS,48hs,1980.0,2036.5,2024.5,3.05,1975.0,2024.5,1960.5,200,400068.0,1964.5,17:00:01,CEDEARS
PBR,ARS,CI,6963.0,44400.0,7083.5,-1.48,7050.0,7280.0,7000.0,5864,41424442.0,7190.0,16:30:00,CEDEARS
PBR,ARS,24hs,0.0,7219.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PBR,ARS,48hs,7101.0,7406.0,7154.5,1.37,7140.0,7185.0,7017.5,12144,86248501.0,7058.0,17:00:01,CEDEARS
PBRD,MEP,CI,13.6,14.9,14.25,-5.0,14.2,14.25,14.2,69,980.0,15.0,16:30:00,CEDEARS
PBRD,MEP,48hs,14.0,16.5,14.5,1.05,15.0,15.0,14.0,201,2880.0,14.35,17:00:01,CEDEARS
PEP,ARS,CI,200.0,16450.0,16255.0,-1.96,16456.5,16456.5,16210.0,76,1244988.0,16580.0,16:30:00,CEDEARS
PEP,ARS,48hs,15500.0,150100.0,16387.0,0.71,16271.5,16428.0,16209.0,1317,21562605.0,16271.5,17:00:01,CEDEARS
PEPD,MEP,48hs,31.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PFE,ARS,CI,9620.0,9797.0,9634.5,0.44,9578.0,9797.0,9578.0,134,1294522.0,9592.0,16:30:00,CEDEARS
PFE,ARS,24hs,0.0,9670.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PFE,ARS,48hs,9436.0,9990.0,9637.0,0.68,9726.0,9726.0,9573.0,5753,55479145.0,9571.5,17:00:01,CEDEARS
PFED,MEP,CI,18.55,23.2,19.5,-0.26,19.5,19.5,19.5,2,39.0,19.55,16:30:00,CEDEARS
PFED,MEP,48hs,16.1,27.5,19.5,0.0,19.5,19.5,19.4,64,1247.0,19.5,17:00:01,CEDEARS
PG,ARS,CI,15612.0,17231.0,15845.5,1.51,15780.0,15951.5,15710.5,16,254303.0,15610.5,16:30:00,CEDEARS
PG,ARS,48hs,15102.0,16200.0,15913.5,0.94,15754.0,15929.5,15690.0,851,13465642.0,15765.0,17:00:01,CEDEARS
PGD,MEP,CI,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PGD,MEP,48hs,30.25,32.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PHG,ARS,CI,2348.5,0.0,2421.0,2.28,2421.0,2421.0,2421.0,2,4842.0,2367.0,16:30:00,CEDEARS
PHG,ARS,48hs,2227.0,2436.5,2402.0,-1.44,2446.0,2446.0,2397.5,124,299222.0,2437.0,17:00:01,CEDEARS
PKS,ARS,CI,16500.0,17318.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PKS,ARS,24hs,0.0,18200.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PKS,ARS,48hs,17194.5,17500.0,17344.0,1.62,17300.0,17344.0,17072.5,414,7153807.0,17067.0,17:00:01,CEDEARS
PSX,ARS,CI,8670.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PSX,ARS,48hs,100.0,9300.0,8963.0,0.45,9094.0,9094.0,8963.0,3,27020.0,8922.5,17:00:02,CEDEARS
PSXD,MEP,48hs,14.7,18.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
PYPL,ARS,CI,4840.0,4940.0,4860.0,0.0,4905.0,4944.5,4834.5,156,763511.0,4860.0,16:30:00,CEDEARS
PYPL,ARS,48hs,4662.0,5000.0,4902.0,-0.05,4927.5,4950.0,4873.0,5177,25436956.0,4904.5,17:00:01,CEDEARS
PYPLD,MEP,CI,9.0,10.1,10.1,1.0,10.1,10.1,10.1,29,292.0,10.0,16:30:00,CEDEARS
PYPLD,MEP,48hs,8.0,10.0,9.85,0.0,9.75,9.95,9.75,379,3696.0,9.85,17:00:01,CEDEARS
QCOM,ARS,CI,5929.0,6067.5,6040.0,1.87,6055.0,6067.5,5931.5,76,458809.0,5929.0,16:30:00,CEDEARS
QCOM,ARS,24hs,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
QCOM,ARS,48hs,5880.0,6070.0,6001.5,1.64,6000.0,6078.0,5971.0,36220,218062583.0,5904.5,17:00:01,CEDEARS
QCOMD,MEP,CI,11.75,12.25,12.3,2.5,12.3,12.3,12.3,10,123.0,12.0,16:30:00,CEDEARS
QCOMD,MEP,48hs,8.0,13.0,12.0,0.0,12.35,12.45,12.0,164,2001.0,12.0,17:00:01,CEDEARS
QQQ,ARS,CI,10102.0,10250.0,10194.5,0.14,10190.0,10331.5,10083.5,3962,40183497.0,10180.0,16:30:00,CEDEARS
QQQ,ARS,24hs,9701.0,10396.5,10317.0,-0.22,10497.0,10497.0,10317.0,2,20814.0,10339.5,17:00:00,CEDEARS
QQQ,ARS,48hs,10100.0,10500.0,10190.0,-0.01,10250.0,10250.0,10140.0,10719,109179214.0,10191.5,17:00:02,CEDEARS
QQQD,MEP,CI,20.1,20.55,20.5,-5.31,20.7,20.7,20.5,144,2960.0,21.65,16:30:00,CEDEARS
QQQD,MEP,48hs,20.5,21.0,20.55,-1.2,21.0,21.0,20.45,610,12590.0,20.8,17:00:02,CEDEARS
RBLX,ARS,CI,11352.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
RBLX,ARS,24hs,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
RBLX,ARS,48hs,9500.0,11944.0,11830.0,-1.02,12100.0,12173.5,11702.0,55,649923.0,11952.5,17:00:02,CEDEARS
RIO,ARS,CI,6945.0,8849.0,8647.0,-2.84,8455.0,8647.0,8455.0,9,77333.0,8899.5,16:30:00,CEDEARS
RIO,ARS,48hs,8000.0,8960.0,8753.0,-1.3,8830.0,8830.0,8664.0,875,7624936.0,8868.0,17:00:01,CEDEARS
RIOD,MEP,CI,16.6,22.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
RIOD,MEP,48hs,15.9,19.9,18.0,-0.55,18.0,18.0,18.0,1,18.0,18.1,17:00:01,CEDEARS
RTX,ARS,CI,9836.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
RTX,ARS,48hs,10062.0,10166.0,10141.5,-0.08,10214.0,10214.0,10062.0,3009,30391226.0,10150.0,17:00:01,CEDEARS
SAN,ARS,48hs,8220.0,8300.0,8274.5,-0.63,8132.0,8274.5,8132.0,299,2463312.0,8327.0,17:00:01,CEDEARS
SATL,ARS,CI,1000.0,1036.0,1036.0,-2.72,1065.0,1065.0,1036.0,7,7397.0,1065.0,16:30:00,CEDEARS
SATL,ARS,48hs,945.0,1140.0,1023.0,-1.4,1017.0,1046.5,1000.0,4877,4980554.0,1037.5,17:00:02,CEDEARS
SATLD,MEP,CI,2.2,2.2,2.2,-4.76,2.2,2.2,2.2,2,4.0,2.31,16:30:00,CEDEARS
SATLD,MEP,48hs,1.9,2.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SBS,ARS,CI,11438.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SBS,ARS,48hs,2500.0,12088.0,12043.0,1.92,12043.0,12043.0,12043.0,1,12043.0,11816.5,17:00:01,CEDEARS
SBUX,ARS,CI,13250.0,13398.0,13360.5,0.45,13399.0,13399.0,13158.0,121,1593531.0,13300.0,16:30:00,CEDEARS
SBUX,ARS,48hs,13000.0,14150.0,13503.0,2.04,13417.0,13509.0,13250.0,562,7487494.0,13233.5,17:00:01,CEDEARS
SBUXD,MEP,48hs,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SCCO,ARS,CI,19288.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SCCO,ARS,48hs,18300.0,20449.0,20240.5,-0.22,19916.5,20241.0,19916.5,27,545890.0,20285.0,17:00:01,CEDEARS
SE,ARS,CI,1027.0,1057.0,1040.0,-1.05,1040.0,1057.0,1040.0,313,325543.0,1051.0,16:30:00,CEDEARS
SE,ARS,24hs,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SE,ARS,48hs,1020.0,1100.0,1035.0,1.52,1050.0,1055.0,1026.5,30321,31483066.0,1019.5,17:00:02,CEDEARS
SED,MEP,CI,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SED,MEP,48hs,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SHEL,ARS,CI,16100.0,16600.0,16100.0,-2.42,16100.0,16100.0,16100.0,1,16100.0,16499.5,16:30:00,CEDEARS
SHEL,ARS,48hs,16213.5,18100.0,16225.5,0.78,16373.0,16373.0,16143.0,117,1901105.0,16100.0,17:00:02,CEDEARS
SHELD,MEP,48hs,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SHOP,ARS,CI,335.0,346.0,333.0,0.91,338.0,344.0,330.0,825,274385.0,330.0,16:30:00,CEDEARS
SHOP,ARS,48hs,300.0,354.0,338.0,1.2,340.0,341.5,329.0,20092,6737002.0,334.0,17:00:02,CEDEARS
SHOPD,MEP,CI,0.65,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SHOPD,MEP,48hs,0.53,0.9,0.67,-4.29,0.67,0.72,0.67,233,159.0,0.7,17:00:02,CEDEARS
SID,ARS,CI,10710.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SID,ARS,48hs,5500.0,11357.5,11357.0,-1.04,11401.0,11401.0,11200.0,129,1463646.0,11476.0,17:00:01,CEDEARS
SLB,ARS,48hs,9980.0,10250.0,10034.0,-0.65,10030.0,10105.5,9965.5,74,743127.0,10100.0,17:00:01,CEDEARS
SNAP,ARS,CI,6500.0,7203.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SNAP,ARS,48hs,335.0,7500.0,6946.0,-1.48,7162.5,7162.5,6946.0,288,2023761.0,7050.5,17:00:01,CEDEARS
SNOW,ARS,CI,2623.0,3780.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SNOW,ARS,48hs,3091.0,3600.0,3290.0,-1.36,3400.0,3400.0,3248.0,903,2980701.0,3335.5,17:00:02,CEDEARS
SNOWD,MEP,48hs,5.2,7.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SONY,ARS,CI,12300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SONY,ARS,48hs,12437.0,12530.0,12467.0,-0.85,12560.0,12560.0,12392.0,287,3574739.0,12573.5,17:00:02,CEDEARS
SONYD,MEP,48hs,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SPGI,ARS,CI,200.0,5120.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SPGI,ARS,48hs,4940.0,4981.0,4945.5,-0.28,5000.0,5008.0,4919.5,329,1634431.0,4959.5,17:00:02,CEDEARS
SPGID,MEP,48hs,10.1,10.05,10.05,2.66,10.05,10.1,10.05,88,886.0,9.79,17:00:02,CEDEARS
SPOT,ARS,CI,3325.5,3430.0,3334.0,1.01,3400.0,3430.0,3334.0,29,97302.0,3300.5,16:30:00,CEDEARS
SPOT,ARS,24hs,3363.5,0.0,3349.5,0.89,3349.5,3349.5,3349.5,6,20097.0,3320.0,17:00:00,CEDEARS
SPOT,ARS,48hs,2740.0,3570.0,3394.5,0.27,3500.0,3500.0,3356.0,2085,7068855.0,3385.5,17:00:02,CEDEARS
SPOTD,MEP,CI,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SPOTD,MEP,48hs,6.15,7.5,7.12,5.33,7.0,7.12,7.0,24,170.0,6.76,17:00:02,CEDEARS
SPY,ARS,CI,11700.0,12130.0,11983.0,-0.06,12050.0,12154.0,11940.0,3964,47557336.0,11990.5,16:30:00,CEDEARS
SPY,ARS,24hs,11890.0,12187.5,11890.0,-4.8,12179.0,12179.0,11890.0,70,848081.0,12489.0,17:00:00,CEDEARS
SPY,ARS,48hs,11961.0,12600.0,12019.5,0.31,12100.0,12100.0,11980.0,46959,563847642.0,11982.5,17:00:02,CEDEARS
SPYD,MEP,CI,22.5,25.0,24.15,-1.02,24.4,24.6,24.0,652,15829.0,24.4,16:30:00,CEDEARS
SPYD,MEP,48hs,23.5,25.3,24.15,-0.21,24.6,24.6,24.0,16860,407228.0,24.2,17:00:02,CEDEARS
SQ,ARS,CI,2019.0,2145.0,2149.5,0.35,2149.5,2150.0,2149.5,46,98891.0,2142.0,16:30:00,CEDEARS
SQ,ARS,48hs,2000.0,2200.0,2076.0,-0.29,2105.5,2113.5,2055.0,4709,9785550.0,2082.0,17:00:02,CEDEARS
SQD,MEP,CI,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SQD,MEP,48hs,3.61,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
SYY,ARS,48hs,4825.0,5766.0,4918.0,2.46,4821.5,4921.5,4821.5,45,218451.0,4800.0,17:00:01,CEDEARS
T,ARS,CI,2450.0,2610.0,2569.0,6.97,2549.0,2594.5,2525.0,842,2151637.0,2401.5,16:30:00,CEDEARS
T,ARS,24hs,2530.0,2630.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
T,ARS,48hs,2478.0,2586.0,2567.0,8.29,2516.5,2570.0,2515.5,49775,127181535.0,2370.5,17:00:01,CEDEARS
TD,MEP,CI,5.11,5.99,5.13,2.6,5.0,5.2,5.0,190,968.0,5.0,16:30:00,CEDEARS
TD,MEP,48hs,4.7,6.5,5.5,7.84,5.07,5.61,5.07,388,2068.0,5.1,17:00:01,CEDEARS
TEFO,ARS,CI,263.0,269.0,263.0,-2.23,269.0,269.0,263.0,12,3192.0,269.0,16:30:00,CEDEARS
TEFO,ARS,24hs,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TEFO,ARS,48hs,260.5,338.0,262.0,0.38,271.5,271.5,260.5,870,231427.0,261.0,17:00:01,CEDEARS
TEN,ARS,CI,17000.0,17050.0,17000.0,-4.01,17043.0,17043.0,17000.0,14,238215.0,17710.0,16:30:00,CEDEARS
TEN,ARS,24hs,0.0,17120.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TEN,ARS,48hs,17000.0,17350.0,17050.0,-0.25,17304.0,17304.0,16954.5,5310,90390375.0,17092.5,17:00:01,CEDEARS
TEND,MEP,CI,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TEND,MEP,48hs,32.85,38.0,33.85,0.0,33.85,33.85,33.85,8,270.0,33.85,17:00:01,CEDEARS
TGT,ARS,CI,2450.0,2985.0,2900.0,-2.67,2882.5,2900.0,2882.5,53,152875.0,2979.5,16:30:00,CEDEARS
TGT,ARS,48hs,2923.0,2941.0,2935.0,1.82,2907.5,2940.5,2883.0,7070,20570395.0,2882.5,17:00:01,CEDEARS
TGTD,MEP,48hs,6.0,7.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TM,ARS,CI,16200.0,17710.0,17700.0,4.64,17700.0,17700.0,17700.0,7,123900.0,16915.0,16:30:00,CEDEARS
TM,ARS,24hs,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TM,ARS,48hs,17224.5,17450.0,17225.0,-0.12,17300.0,17440.5,17224.5,117,2027431.0,17245.0,17:00:01,CEDEARS
TMD,MEP,48hs,33.15,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TMO,ARS,CI,12430.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TMO,ARS,48hs,12853.0,15555.0,12934.0,2.76,12587.0,12989.0,12587.0,243,3125142.0,12587.0,17:00:01,CEDEARS
TRIP,ARS,CI,4560.0,4899.0,4899.0,9.95,4560.0,4899.0,4556.5,14,67391.0,4455.5,16:30:00,CEDEARS
TRIP,ARS,48hs,4202.0,5000.0,4724.0,-0.13,4769.5,4775.0,4663.5,974,4595614.0,4730.0,17:00:01,CEDEARS
TSLA,ARS,CI,10253.0,18000.0,10297.5,0.57,10300.0,10540.0,10130.0,2262,23331462.0,10239.5,16:30:00,CEDEARS
TSLA,ARS,24hs,10050.0,11950.0,10553.0,1.67,10650.0,10650.0,10400.0,9,95382.0,10380.0,17:00:00,CEDEARS
TSLA,ARS,48hs,10100.0,10600.0,10290.0,-0.43,10392.0,10500.0,10182.0,38724,402206186.0,10334.0,17:09:59,CEDEARS
TSLAD,MEP,CI,20.5,21.5,21.15,1.44,20.6,21.15,20.5,162,3399.0,20.85,16:30:00,CEDEARS
TSLAD,MEP,48hs,19.0,21.45,20.7,-0.96,20.35,21.25,20.3,1120,23277.0,20.9,17:00:01,CEDEARS
TSM,ARS,CI,5600.0,6263.0,6040.5,-0.98,6043.0,6087.0,6003.0,224,1351540.0,6100.0,16:30:00,CEDEARS
TSM,ARS,24hs,6007.5,6130.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TSM,ARS,48hs,6050.0,100000.0,6075.0,-0.2,6086.0,6143.0,6015.0,7368,44626748.0,6087.0,17:00:01,CEDEARS
TSMD,MEP,48hs,12.0,15.5,12.05,0.0,12.05,12.05,12.05,27,325.0,12.05,17:00:01,CEDEARS
TTE,ARS,CI,9872.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TTE,ARS,48hs,10110.0,10500.0,10286.5,0.69,10378.5,10378.5,10246.5,34,350470.0,10216.5,17:00:02,CEDEARS
TV,ARS,48hs,871.0,888.5,880.5,1.56,874.0,888.0,869.0,275,240257.0,867.0,17:00:01,CEDEARS
TWLO,ARS,CI,943.0,1802.0,990.0,0.1,990.0,990.0,990.0,50,49500.0,989.0,16:30:00,CEDEARS
TWLO,ARS,48hs,900.0,2000.0,994.0,3.11,1001.5,1020.0,966.5,10013,9978879.0,964.0,17:05:53,CEDEARS
TWLOD,MEP,CI,2.0,0.0,2.0,0.0,2.0,2.0,2.0,189,378.0,2.0,16:30:00,CEDEARS
TWLOD,MEP,48hs,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TXN,ARS,CI,18000.0,19616.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TXN,ARS,48hs,19300.0,19500.0,19468.5,0.21,19479.5,19479.5,19300.5,178,3460580.0,19427.0,17:00:01,CEDEARS
TXND,MEP,48hs,32.5,40.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
TXR,ARS,CI,11133.0,11970.0,11350.0,-0.74,11350.0,11350.0,11350.0,5,56750.0,11435.0,16:30:00,CEDEARS
TXR,ARS,48hs,11599.0,12500.0,11604.5,-1.07,11660.0,11734.0,11536.5,2560,29694615.0,11730.0,17:00:01,CEDEARS
TXRD,MEP,48hs,22.5,24.5,24.0,0.42,24.0,24.0,23.95,88,2111.0,23.9,17:00:01,CEDEARS
UAL,ARS,CI,5515.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
UAL,ARS,48hs,5734.0,8900.0,5798.5,0.49,5723.0,5798.5,5723.0,64,368103.0,5770.0,17:00:02,CEDEARS
UALD,MEP,48hs,11.5,11.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
UBER,ARS,CI,12583.0,16000.0,12583.0,9.7,12583.0,12583.0,12583.0,1,12583.0,11470.0,16:30:00,CEDEARS
UBER,ARS,48hs,12398.5,12679.0,12481.5,-0.81,12502.5,12670.0,12250.0,115,1435697.0,12583.5,17:00:02,CEDEARS
UGP,ARS,CI,1925.0,2200.0,2113.0,9.77,2113.0,2113.0,2113.0,2,4226.0,1925.0,16:30:00,CEDEARS
UGP,ARS,48hs,2075.0,2199.0,2070.0,-2.04,2113.0,2113.0,2011.5,2877,5904178.0,2113.0,17:00:01,CEDEARS
UL,ARS,CI,9200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
UL,ARS,48hs,8000.0,9600.0,9276.0,1.06,9331.0,9340.5,9229.0,147,1362630.0,9178.5,17:00:01,CEDEARS
ULD,MEP,48hs,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
UNH,ARS,CI,7877.0,8050.0,8100.0,1.25,8141.5,8160.0,8021.5,12,97647.0,8000.0,16:30:00,CEDEARS
UNH,ARS,48hs,7845.0,8250.0,8040.5,0.49,8174.5,8250.0,8039.5,12663,102550426.0,8001.5,17:00:02,CEDEARS
UNHD,MEP,CI,15.45,17.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
UNHD,MEP,48hs,14.3,17.5,15.85,-2.46,16.5,16.5,15.85,7,112.0,16.25,17:00:02,CEDEARS
UNP,ARS,CI,5426.5,5700.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
UNP,ARS,48hs,5591.0,5702.5,5699.5,1.14,5698.0,5700.0,5630.0,396,2248458.0,5635.0,17:00:02,CEDEARS
UNPD,MEP,48hs,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
